total_txn_amount,avg_txn_amount,std_txn_amount,txn_count,max_txn_amount,min_txn_amount,burst_score,time_to_first_outbound_minutes,fund_exit_ratio,txn_velocity,distinct_counterparties,counterparty_diversity_score,incoming_sources_count,international_counterparty_flag,pep_flag,high_risk_country_flag,kyc_risk_score,account_age_days,alert_count,historical_sar_flag,sar_worthy,typology_structuring,typology_rapid_movement,typology_funnel_account,typology_trade_based,typology_shell_company,typology_round_tripping
3271944.82,77903.448,24548.7076,42,77903.448,18587.06,0.647,373,0.8109,3.6637,12,0.1452,8,1,0,0,0.7917,336,11,1,1,1,0,0,0,0,0
1995778.01,181434.3648,32377.0464,11,181434.3648,181434.3648,0.9536,87,0.8896,14.8901,12,0.7027,14,1,1,0,0.6609,146,4,1,1,0,1,0,0,0,0
214273.81,6122.1088,6122.1088,35,6403.63,6122.1088,0.7347,317,0.8279,5.857,6,0.2567,3,0,0,1,0.7917,154,3,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,101147.1117,8,1003321.2698,719229.7,0.5867,2196,0.8118,1.1368,53,0.4451,7,1,1,1,0.6159,819,10,0,1,0,0,0,0,1,0
29096316.82,1003321.2698,256936.2386,29,1003321.2698,892584.09,0.6986,935,0.7301,1.1368,39,0.5996,14,0,0,1,0.5688,1035,10,0,1,0,0,0,0,1,0
5135287.53,244537.5012,4344.5582,21,244537.5012,51278.8,0.6658,343,0.8279,3.8562,13,0.1462,3,0,0,0,0.7917,323,8,0,1,1,0,0,0,0,0
1912170.56,119510.6598,42772.1559,16,348255.19,111789.66,0.9302,10,0.8836,16.4786,9,0.4906,10,1,1,0,0.5525,48,4,0,1,0,1,0,0,0,0
41765123.33,1815874.9274,354774.8379,23,1815874.9274,266119.74,0.4481,1897,0.7127,2.4873,9,0.6036,3,1,0,1,0.8378,1131,8,0,1,0,0,0,1,0,0
1290541.75,47797.8427,1573.4705,27,47797.8427,42834.21,0.5916,155,0.6892,3.6637,11,0.1512,3,1,1,0,0.7911,482,5,0,1,1,0,0,0,0,0
634554.09,57686.7356,31943.8001,11,380214.46,57686.7356,0.987,94,0.9275,13.0538,10,0.7242,14,1,1,1,0.5718,443,4,0,1,0,1,0,0,0,0
121724.35,5071.8481,2509.5552,24,24098.82,5071.8481,0.7312,245,0.8279,6.742,6,0.3186,3,0,0,0,0.7616,314,9,1,1,1,0,0,0,0,0
12164095.32,935699.6401,212685.2985,13,935699.6401,892584.09,0.6763,938,0.8387,1.1368,60,0.5984,7,1,1,1,0.5688,1480,7,1,1,0,0,0,0,1,0
3589849.34,143593.9735,21734.7364,25,143593.9735,59363.88,0.8121,132,0.5418,5.0693,13,0.2698,3,1,0,0,0.7917,174,4,0,1,1,0,0,0,0,0
2372862.73,79095.4243,40066.8523,30,165467.0,79095.4243,0.8646,5,0.7102,18.9844,27,0.7235,13,0,0,0,0.5525,48,13,1,1,0,1,0,0,0,0
9983229.61,99832.2961,6400.5707,100,99832.2961,66098.88,0.8626,84,0.8278,4.3879,11,0.5341,40,0,0,0,0.6814,603,9,0,1,0,0,1,0,0,0
8766643.48,876664.3484,216692.6453,10,876664.3484,876664.3484,0.5523,3726,0.7196,5.4144,60,0.4138,13,0,0,0,0.569,642,8,1,1,0,0,0,0,1,0
2962768.06,246897.3384,161918.6663,12,590425.09,246897.3384,0.592,1897,0.9127,2.6774,17,0.6778,2,1,0,0,0.8701,1046,6,0,1,0,0,0,1,0,0
8026570.16,1003321.2698,223528.8276,8,1003321.2698,892584.09,0.6136,1344,0.8298,4.6772,60,0.8015,3,1,0,1,0.6223,1694,10,0,1,0,0,0,0,1,0
3211728.16,139640.355,24548.7076,23,139640.355,59185.65,0.8121,120,0.7547,6.6423,11,0.1452,3,1,1,0,0.5754,252,6,1,1,1,0,0,0,0,0
8026570.16,1003321.2698,257697.5935,8,1003321.2698,455783.45,0.6528,6472,0.9316,4.3089,59,0.5431,16,1,0,1,0.5688,1473,6,0,1,0,0,0,0,1,0
18059782.86,1003321.2698,241804.6694,18,1003321.2698,750962.28,0.6589,4372,0.73,3.0725,60,0.5659,18,0,0,1,0.762,2026,9,1,1,0,0,0,0,1,0
7336125.04,244537.5012,24548.7076,30,279552.74,42345.21,0.5808,120,0.8279,3.6637,6,0.3211,3,0,0,1,0.7917,161,11,1,1,1,0,0,0,0,0
2942442.82,98081.4275,2111.3978,30,105469.56,857.74,0.8626,54,0.604,4.3879,16,0.3776,28,1,0,1,0.58,603,3,0,1,0,0,1,0,0,0
12515997.75,658736.7238,149537.5595,19,658736.7238,2913.67,0.506,8219,0.9819,2.2522,14,0.5393,8,1,0,1,0.7492,1703,9,0,1,0,0,0,0,0,1
8026570.16,1003321.2698,207046.545,8,1003321.2698,892584.09,0.5696,7178,0.7365,1.1817,56,0.7355,16,0,1,1,0.6306,1795,10,1,1,0,0,0,0,1,0
12039855.24,1003321.2698,142971.2213,12,1003321.2698,659998.89,0.4503,2317,0.7195,1.1368,53,0.4138,7,1,0,1,0.5688,840,10,1,1,0,0,0,0,1,0
14858377.85,235847.2674,2111.3978,63,235847.2674,195551.48,0.8626,54,0.7566,5.5186,9,0.5749,30,0,0,0,0.5473,603,5,1,1,0,0,1,0,0,0
1487519.65,135229.0588,43121.4415,11,135229.0588,135229.0588,0.8678,34,0.7102,6.2978,10,0.4659,27,1,0,1,0.8955,48,4,1,1,0,1,0,0,0,0
15735943.89,524531.4629,138020.5884,30,524531.4629,524531.4629,0.5256,1962,0.9819,2.3995,27,0.444,6,1,0,1,0.8845,238,7,1,1,0,0,0,0,0,1
10353378.77,450146.9029,62595.291,23,450146.9029,450146.9029,0.5436,1962,0.9819,5.0008,29,0.4131,6,1,0,0,0.6159,1703,9,0,1,0,0,0,0,0,1
8438524.48,602751.7489,189506.8864,14,741638.04,4538.54,0.4941,6105,0.8748,1.1368,60,0.8416,12,1,0,1,0.6788,2026,10,0,1,0,0,0,0,1,0
2753273.98,91775.7995,2111.3978,30,91775.7995,43163.23,0.6782,54,0.7605,11.1766,9,0.3366,49,0,0,0,0.5647,367,3,1,1,0,0,1,0,0,0
6782774.85,90436.998,8156.9552,75,90436.998,3035.06,0.8121,600,0.7614,7.1238,22,0.2077,3,0,0,1,0.6019,482,3,1,1,1,0,0,0,0,0
2701560.32,337695.0404,337695.0404,8,3157121.88,337695.0404,0.3029,6363,0.6289,2.6774,18,0.4209,14,1,0,1,0.8678,200,2,0,1,0,0,0,1,0,0
455093.75,41372.1588,15071.5006,11,233990.98,41372.1588,0.987,24,0.8418,19.95,9,0.6786,18,0,0,1,0.744,94,6,0,1,0,1,0,0,0,0
18457903.86,595416.2535,52770.8344,31,595416.2535,497109.8,0.5275,5962,0.9444,1.7753,21,0.309,11,1,0,1,0.8492,1407,9,0,1,0,0,0,0,0,1
1112233.42,52963.496,2534.6562,21,52963.496,3035.06,0.7233,457,0.8279,4.7608,11,0.1452,4,0,1,0,0.7917,295,11,0,1,1,0,0,0,0,0
4163492.71,378499.3369,32347.8466,11,435483.92,378499.3369,0.9224,112,0.9182,19.95,19,0.6399,11,1,0,0,0.594,60,4,0,1,0,1,0,0,0,0
475584.18,43234.9259,25850.9901,11,303403.71,43234.9259,0.987,43,0.9597,19.95,9,0.5995,3,1,1,1,0.5525,48,6,0,1,0,1,0,0,0,0
8255779.77,82557.7977,2111.3978,100,82557.7977,82557.7977,0.7496,54,0.8148,4.3879,32,0.4232,49,0,0,1,0.83,340,3,1,1,0,0,1,0,0,0
2881366.06,240113.8386,43121.4415,12,240113.8386,240113.8386,0.8945,20,0.891,13.3619,23,0.8908,8,1,1,0,0.6198,48,4,0,1,0,1,0,0,0,0
22318092.29,656414.4792,225489.4697,34,667383.39,643379.95,0.4615,3204,0.7865,2.6533,48,0.543,14,1,1,1,0.6739,1340,7,0,1,0,0,0,0,1,0
21136007.34,812923.3594,149537.5595,26,995864.65,17626.39,0.506,4198,0.8496,3.4654,26,0.385,5,1,0,1,0.8847,1591,9,0,1,0,0,0,0,0,1
17056461.59,1003321.2698,179774.2863,17,1003321.2698,821155.67,0.4666,5411,0.7588,2.4444,42,0.4515,14,1,0,1,0.5688,1211,6,0,1,0,0,0,0,1,0
2137258.73,71241.9576,2111.3978,30,71241.9576,67712.07,0.7714,54,0.6297,4.4002,25,0.5424,49,1,0,0,0.8031,603,3,0,1,0,0,1,0,0,0
1892544.33,72790.1665,4007.1863,26,72790.1665,51057.57,0.8121,259,0.5917,3.6637,10,0.1452,6,0,0,0,0.7486,51,4,1,1,1,0,0,0,0,0
1692165.67,153833.2431,12056.5458,11,217003.63,153833.2431,0.8334,11,0.9445,19.95,9,0.7328,12,1,1,0,0.5783,207,4,1,1,0,1,0,0,0,0
1183221.75,38168.4434,565.0372,31,38168.4434,36623.32,0.7495,347,0.7782,3.6637,5,0.1452,3,0,0,0,0.519,60,9,1,1,1,0,0,0,0,0
11665932.58,583296.6292,23281.8649,20,583296.6292,583296.6292,0.5587,4148,0.7684,2.6476,60,0.5632,19,1,1,1,0.6985,384,6,0,1,0,0,0,0,1,0
455093.75,41372.1588,41372.1588,11,251559.89,41372.1588,0.7609,37,0.9778,7.5374,24,0.5076,17,1,0,0,0.7482,318,4,1,1,0,1,0,0,0,0
116282.19,23256.4385,635.3085,5,23256.4385,8844.77,0.1345,20427,0.4611,1.0235,2,0.01,1,0,0,0,0.394,333,2,0,0,0,0,0,0,0,0
2790246.79,253658.7987,20895.843,11,253658.7987,253658.7987,0.9138,70,0.7228,15.2839,19,0.4654,15,1,0,0,0.8063,305,4,0,1,0,1,0,0,0,0
4450585.05,101149.6602,2111.3978,44,101149.6602,100766.34,0.48,147,0.604,7.4948,42,0.4889,49,1,0,0,0.7765,603,5,0,1,0,0,1,0,0,0
6534379.01,139029.3406,3114.4102,47,139029.3406,45942.98,0.8121,356,0.8151,6.9363,18,0.2244,6,0,0,1,0.7917,322,6,0,1,1,0,0,0,0,0
2625276.5,93759.875,43121.4415,28,93759.875,93759.875,0.987,40,0.878,19.95,19,0.7025,11,1,0,0,0.9423,130,4,0,1,0,1,0,0,0,0
13006773.75,812923.3594,33846.3535,16,812923.3594,618876.37,0.5565,7356,0.9819,1.8933,23,0.3548,10,1,0,1,0.8507,1703,9,0,1,0,0,0,0,0,1
519410.12,43284.1764,635.3085,12,58805.78,163.93,0.1159,24639,0.4869,0.3326,1,0.01,3,0,0,0,0.2351,333,1,0,0,0,0,0,0,0,0
21918396.65,644658.7249,147235.3031,34,644658.7249,422791.98,0.6682,3715,0.7148,2.3657,34,0.7315,18,0,1,1,0.5688,731,10,0,1,0,0,0,0,1,0
158519.68,7548.5562,7548.5562,21,7548.5562,3035.06,0.8121,600,0.6345,7.2339,22,0.2127,3,1,0,0,0.7917,202,10,0,1,1,0,0,0,0,0
25200624.14,812923.3594,25673.7044,31,812923.3594,278576.54,0.5311,1962,0.907,3.2348,39,0.4414,6,1,1,1,0.873,1042,9,0,1,0,0,0,0,0,1
2715870.72,246897.3384,246897.3384,11,590425.09,246897.3384,0.5574,9916,0.9127,2.6774,12,0.4605,6,1,0,1,0.8452,629,2,1,1,0,0,0,1,0,0
13043176.51,1003321.2698,156651.0358,13,1003321.2698,892584.09,0.464,5576,0.7222,1.1368,58,0.4138,13,1,0,1,0.6191,951,5,1,1,0,0,0,0,1,0
7964460.2,995557.5245,171473.2138,8,995557.5245,655306.5,0.4233,7985,0.9285,1.1368,44,0.4138,19,0,0,1,0.5688,814,4,0,1,0,0,0,0,1,0
15049819.05,1003321.2698,24074.7958,15,1003321.2698,892584.09,0.4943,5021,0.8183,3.9975,19,0.7394,19,1,1,1,0.5688,1948,8,1,1,0,0,0,0,1,0
7609913.82,118904.9035,17101.7622,64,118904.9035,105096.78,0.48,116,0.6597,13.4717,20,0.6951,45,1,0,0,0.7902,474,7,0,1,0,0,1,0,0,0
3536285.18,321480.4709,30639.1572,11,353633.32,321480.4709,0.9244,307,0.8921,14.561,9,0.4654,9,1,0,1,0.7148,48,14,0,1,0,1,0,0,0,0
2699783.71,55097.6267,5892.052,49,55097.6267,49967.52,0.4555,403,0.8279,3.6637,8,0.4301,8,1,0,0,0.7917,482,7,0,1,1,0,0,0,0,0
14046497.78,1003321.2698,161216.4995,14,1003321.2698,833086.37,0.4732,6855,0.8148,2.513,60,0.6149,15,1,1,1,0.5688,741,6,1,1,0,0,0,0,1,0
9963668.58,301929.3509,35120.2563,33,307184.19,298929.53,0.9375,5,0.7348,18.2456,39,0.4654,6,0,1,0,0.6673,48,9,1,1,0,1,0,0,0,0
16744089.53,697670.3969,95286.6049,24,697670.3969,697670.3969,0.7131,4778,0.9494,1.1368,60,0.6555,10,0,1,1,0.6328,1891,10,1,1,0,0,0,0,1,0
455093.75,41372.1588,41372.1588,11,317825.37,41372.1588,0.9539,106,0.9758,13.0769,27,0.7209,7,1,0,0,0.5525,72,4,0,1,0,1,0,0,0,0
12735440.78,979649.2905,23281.8649,13,979649.2905,791965.52,0.5864,4911,0.8075,2.1479,44,0.5458,19,1,0,0,0.7302,1045,9,0,1,0,0,0,0,1,0
6540205.14,96179.4873,13970.8918,68,96179.4873,43225.25,0.8626,54,0.7119,10.2289,9,0.3467,37,1,1,0,0.8245,163,3,1,1,0,0,1,0,0,0
2763116.64,78946.1897,6329.6921,35,78946.1897,21888.39,0.7901,315,0.7173,5.814,8,0.3824,7,1,0,1,0.7917,437,3,0,1,1,0,0,0,0,0
535693.53,48699.4121,3759.7043,11,48699.4121,17163.23,0.0501,20076,0.4869,0.3326,1,0.0827,3,0,0,0,0.3867,333,2,0,0,0,0,0,0,0,0
1734081.85,57802.7282,2280.8236,30,57802.7282,19256.02,0.6561,419,0.8279,3.6637,5,0.1452,3,0,0,0,0.7917,388,3,1,1,1,0,0,0,0,0
2616916.04,63827.2204,11336.2591,41,63827.2204,63827.2204,0.8626,280,0.8098,11.3905,12,0.2649,42,1,0,1,0.6165,603,3,1,1,0,0,1,0,0,0
3149385.66,286307.7875,27273.4339,11,299412.51,286307.7875,0.8332,50,0.7102,19.95,33,0.4654,10,0,0,1,0.7773,185,4,1,1,0,1,0,0,0,0
1191450.18,108313.6523,39513.0667,11,108313.6523,56701.17,0.9607,5,0.9875,13.8271,20,0.5773,11,1,0,1,0.7196,48,4,0,1,0,1,0,0,0,0
11130026.24,117158.1709,2111.3978,95,117158.1709,54548.65,0.8626,114,0.8032,7.8528,9,0.337,32,0,0,1,0.7109,577,3,0,1,0,0,1,0,0,0
631112.38,57373.8529,43121.4415,11,180378.88,57373.8529,0.9512,68,0.9487,19.6494,23,0.8538,15,1,0,0,0.5904,202,4,0,1,0,1,0,0,0,0
17033809.14,1216700.6531,64213.7652,14,1216700.6531,36428.85,0.4103,1897,0.7844,1.9061,24,0.318,9,1,1,1,0.8256,200,8,0,1,0,0,0,1,0,0
1328097.67,42841.8603,567.8993,31,42841.8603,42841.8603,0.8121,600,0.8184,7.6041,6,0.1452,3,0,0,0,0.6689,101,4,0,1,1,0,0,0,0,0
3585115.51,102431.8717,7202.0294,35,102431.8717,10538.03,0.7908,343,0.8279,3.6637,13,0.2212,3,1,1,1,0.56,300,3,1,1,1,0,0,0,0,0
24289917.01,783545.7101,58922.7748,31,783545.7101,618876.37,0.7904,1962,0.9819,1.6088,6,0.3784,7,1,0,1,0.8561,981,6,0,1,0,0,0,0,0,1
8638589.26,105348.6495,2111.3978,82,105348.6495,80188.64,0.48,54,0.7642,4.3879,33,0.2568,41,1,0,0,0.795,603,4,0,1,0,0,1,0,0,0
14046497.78,1003321.2698,168654.1308,14,1003321.2698,892584.09,0.4234,7328,0.788,1.1368,57,0.5131,19,0,1,1,0.5688,2026,10,0,1,0,0,0,0,1,0
2404508.44,80150.2812,2111.3978,30,80150.2812,4282.03,0.5521,54,0.604,4.3879,33,0.4849,21,1,0,1,0.5473,603,7,1,1,0,0,1,0,0,0
121724.35,5071.8481,5027.7988,24,43163.16,3035.06,0.4253,224,0.8279,3.6637,4,0.3042,7,1,1,1,0.7917,306,4,0,1,1,0,0,0,0,0
117208.62,9016.0477,635.3085,13,63446.53,163.93,0.0501,35640,0.1382,1.472,1,0.1043,4,0,0,0,0.394,2321,2,0,0,0,0,0,0,0,0
11989363.75,570922.0833,41442.0004,21,570922.0833,570922.0833,0.5541,4735,0.8325,1.1368,55,0.714,19,0,1,1,0.5764,1411,6,1,1,0,0,0,0,1,0
11743247.19,489301.9662,77333.4667,24,590425.09,489301.9662,0.5652,3404,0.9127,0.5447,27,0.4142,8,1,0,0,0.8647,200,8,0,1,0,0,0,1,0,0
25200624.14,812923.3594,106245.1611,31,812923.3594,498343.32,0.7624,1962,0.9819,1.6088,8,0.309,12,1,0,1,0.5742,1703,7,0,1,0,0,0,0,0,1
1420279.05,37375.7646,2111.3978,38,49648.69,37375.7646,0.5669,288,0.7389,11.2639,19,0.2975,49,1,1,0,0.573,603,4,1,1,0,0,1,0,0,0
1525338.89,190667.3609,127474.8553,8,190667.3609,190667.3609,0.7677,5555,0.9819,2.6846,26,0.6641,10,1,0,1,0.8847,1210,6,1,1,0,0,0,0,0,1
11036533.97,1003321.2698,143302.7716,11,1003321.2698,492418.07,0.5177,5246,0.7541,3.7558,51,0.4742,19,0,0,1,0.7161,521,9,0,1,0,0,0,0,1,0
11018414.95,333891.362,45079.4723,33,759278.93,333891.362,0.6746,4206,0.7006,2.6988,36,0.6543,19,1,0,0,0.5688,1822,7,0,1,0,0,0,0,1,0
245297.71,18869.0548,635.3085,13,61646.21,18869.0548,0.2532,39301,0.2068,0.3326,2,0.2279,4,0,0,0,0.394,2213,1,0,0,0,0,0,0,0,0
951559.65,41372.1588,37065.6486,23,474684.43,7221.69,0.987,46,0.7102,19.95,37,0.5039,9,1,0,0,0.5525,332,4,1,1,0,1,0,0,0,0
399208.68,33267.3896,8818.6116,12,63446.53,238.63,0.0501,28792,0.4869,0.6019,5,0.1094,2,0,0,0,0.3113,333,1,0,0,0,0,0,0,0,0
3703460.08,246897.3384,231533.4965,15,590425.09,246897.3384,0.4438,9916,0.7538,2.6774,14,0.5052,4,1,0,1,0.7724,200,7,1,1,0,0,0,1,0,0
1805229.03,60174.301,9385.2755,30,125950.61,60174.301,0.6431,203,0.6145,13.17,17,0.7083,43,0,0,1,0.832,491,3,1,1,0,0,1,0,0,0
20066425.4,1003321.2698,106984.3439,20,1003321.2698,892584.09,0.5457,7985,0.8097,3.5672,12,0.6958,13,1,0,0,0.6635,1568,4,0,1,0,0,0,0,1,0
1725420.87,156856.4428,43121.4415,11,597992.52,156856.4428,0.9735,53,0.9997,7.6634,13,0.6397,13,0,1,0,0.8401,66,4,0,1,0,1,0,0,0,0
21483169.3,1652551.4843,219349.3247,13,1652551.4843,524606.28,0.3142,3878,0.9127,2.0958,8,0.3678,9,1,0,1,0.5682,200,5,0,1,0,0,0,1,0,0
172442.84,5071.8481,5071.8481,34,6403.63,5071.8481,0.8015,241,0.7487,3.6637,22,0.2532,4,1,1,0,0.6861,76,3,0,1,1,0,0,0,0,0
20323083.98,812923.3594,25696.6579,25,812923.3594,55341.91,0.6301,1962,0.9563,1.9416,26,0.4975,10,1,0,0,0.7575,864,9,0,1,0,0,0,0,0,1
161407.15,13450.5959,635.3085,12,47600.08,163.93,0.0501,39301,0.4869,1.9831,1,0.1448,3,0,0,0,0.1664,3433,1,0,0,0,0,0,0,0,0
106508.81,5071.8481,3397.9857,21,6403.63,5071.8481,0.8063,300,0.8279,3.6637,8,0.1452,4,1,0,1,0.7132,147,3,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,128234.9377,8,1222313.59,295306.59,0.5704,5074,0.7006,1.365,60,0.5472,12,1,1,0,0.5688,2026,10,0,1,0,0,0,0,1,0
106508.81,5071.8481,2114.8344,21,6403.63,5071.8481,0.7461,224,0.8279,3.7143,12,0.1452,3,0,0,0,0.7917,306,4,0,1,1,0,0,0,0,0
243003.2,30375.4004,635.3085,8,30375.4004,15864.61,0.0837,3059,0.4329,0.9115,4,0.01,3,0,0,0,0.394,2574,2,0,0,0,0,0,0,0,0
7885117.08,985639.6348,257697.5935,8,1100068.81,810729.84,0.599,2692,0.8216,2.1018,43,0.4217,11,1,0,1,0.8317,302,9,0,1,0,0,0,0,1,0
2395467.11,104150.7439,43121.4415,23,104150.7439,104150.7439,0.9632,108,0.9862,11.2731,19,0.5799,32,1,1,1,0.9423,485,4,0,1,0,1,0,0,0,0
1312353.71,42333.9906,4424.6369,31,42333.9906,5622.59,0.8121,479,0.8279,3.6637,12,0.1762,3,0,0,1,0.7917,482,7,0,1,1,0,0,0,0,0
25200624.14,812923.3594,29022.5497,31,812923.3594,400081.79,0.6853,1962,0.9819,1.833,39,0.4365,7,1,0,0,0.8847,1345,9,0,1,0,0,0,0,0,1
2001035.95,64549.5468,36431.844,31,268207.28,64549.5468,0.811,81,0.9385,19.95,39,0.7021,14,1,0,0,0.8637,79,4,0,1,0,1,0,0,0,0
3950357.41,246897.3384,234897.8494,16,2571445.69,246897.3384,0.4557,9382,0.9127,2.6774,13,0.4879,6,1,0,0,0.8807,200,8,1,1,0,0,0,1,0,0
4352622.84,83704.2854,2111.3978,52,83704.2854,83704.2854,0.6158,258,0.7944,5.5118,9,0.4701,33,0,1,1,0.7389,603,3,0,1,0,0,1,0,0,0
1578302.21,143482.019,40475.5806,11,606240.34,143482.019,0.8362,44,0.7789,7.3816,38,0.5586,19,1,0,0,0.5525,48,4,1,1,0,1,0,0,0,0
1234486.69,246897.3384,64213.7652,5,880550.91,246897.3384,0.592,8300,0.8721,0.5447,26,0.3561,8,1,0,1,0.7494,200,4,0,1,0,0,0,1,0,0
15049819.05,1003321.2698,257697.5935,15,1003321.2698,892584.09,0.5419,5531,0.9206,3.3684,60,0.4344,19,1,0,1,0.8875,894,10,0,1,0,0,0,0,1,0
1433188.86,47772.9619,5790.8382,30,79342.07,47772.9619,0.754,192,0.8695,4.3879,32,0.3513,44,1,1,0,0.8479,603,4,1,1,0,0,1,0,0,0
3824527.14,347684.2852,36781.2362,11,347684.2852,175905.27,0.8065,70,0.9338,19.95,35,0.7407,11,1,1,1,0.8246,48,4,1,1,0,1,0,0,0,0
7899596.17,658299.6805,74594.5978,12,658299.6805,658299.6805,0.4195,2309,0.9054,3.2271,36,0.4431,19,1,0,1,0.5688,1423,5,1,1,0,0,0,0,1,0
5482952.18,81835.1072,2111.3978,67,81835.1072,51113.26,0.5643,311,0.9166,14.7469,9,0.4017,43,1,0,0,0.6699,402,3,1,1,0,0,1,0,0,0
20482125.84,660713.7368,25975.9568,31,660713.7368,618876.37,0.506,7894,0.9629,2.2645,19,0.6641,7,1,0,1,0.5927,709,9,1,1,0,0,0,0,0,1
19019478.22,792478.259,111966.5097,24,792478.259,2913.67,0.506,1962,0.8985,3.0719,6,0.5725,5,1,1,1,0.8847,1703,9,0,1,0,0,0,0,0,1
2222076.05,246897.3384,218365.7589,9,590425.09,246897.3384,0.592,5196,0.6224,0.9583,5,0.318,5,1,0,1,0.8807,200,5,0,1,0,0,0,1,0,0
8289559.67,176373.61,3919.6641,47,176373.61,11728.46,0.7821,129,0.8279,5.4242,5,0.1452,3,0,1,1,0.526,255,7,1,1,1,0,0,0,0,0
106508.81,5071.8481,5071.8481,21,6403.63,5071.8481,0.7512,120,0.8101,5.77,10,0.4843,3,0,0,0,0.7917,442,5,0,1,1,0,0,0,0,0
1470565.4,28280.1039,8186.2836,52,28280.1039,28280.1039,0.8121,296,0.8279,5.1486,10,0.1757,21,0,0,1,0.6809,482,3,1,1,1,0,0,0,0,0
1234486.69,246897.3384,246897.3384,5,590425.09,34780.42,0.5135,1897,0.6747,1.3372,17,0.318,3,1,0,1,0.8807,200,5,0,1,0,0,0,1,0,0
1281964.55,42732.1518,4327.5343,30,74628.13,42732.1518,0.4988,129,0.6739,4.3879,48,0.2568,49,0,0,0,0.8327,395,5,0,1,0,0,1,0,0,0
455093.75,41372.1588,32261.8937,11,307841.78,41372.1588,0.7362,5,0.7102,19.95,9,0.6149,32,1,0,0,0.5525,48,5,1,1,0,1,0,0,0,0
455093.75,41372.1588,36150.9135,11,239469.18,41372.1588,0.9153,51,0.7102,8.6461,10,0.5449,15,0,1,0,0.5525,48,5,1,1,0,1,0,0,0,0
1160094.79,55242.6089,24548.7076,21,55242.6089,48800.26,0.4054,168,0.8279,4.3817,6,0.1452,3,0,0,0,0.7917,482,6,1,1,1,0,0,0,0,0
15049819.05,1003321.2698,142888.2568,15,1003321.2698,892584.09,0.5313,7262,0.9411,1.1368,60,0.7645,19,1,0,1,0.6689,1470,8,1,1,0,0,0,0,1,0
5520707.07,220828.2827,6740.7445,25,220828.2827,27771.15,0.7764,120,0.7817,4.9157,8,0.1452,3,0,0,0,0.5046,255,3,1,1,1,0,0,0,0,0
1121965.28,53426.9179,6660.5252,21,53426.9179,28220.8,0.637,120,0.8279,9.0733,4,0.1452,3,1,0,1,0.7917,350,11,1,1,1,0,0,0,0,0
1234486.69,246897.3384,64213.7652,5,1054396.54,246897.3384,0.5208,9916,0.9127,1.5479,16,0.376,9,1,0,1,0.8008,890,8,0,1,0,0,0,1,0,0
22073067.94,1003321.2698,207203.2845,22,1003321.2698,892584.09,0.6696,1306,0.7342,1.8697,52,0.5493,3,1,0,1,0.5688,1695,10,0,1,0,0,0,0,1,0
11467184.68,674540.2753,143764.0138,17,674540.2753,292478.72,0.398,1053,0.9494,1.1368,56,0.6059,19,1,0,1,0.5688,1125,10,0,1,0,0,0,0,1,0
9781500.05,244537.5012,3714.61,40,244537.5012,58863.88,0.4386,353,0.756,4.8228,7,0.1452,3,1,0,0,0.7917,237,7,1,1,1,0,0,0,0,0
20533915.88,641684.8712,257697.5935,32,641684.8712,586939.0,0.7131,4052,0.7006,1.7778,60,0.5375,14,1,0,1,0.7057,522,9,1,1,0,0,0,0,1,0
13944929.66,449836.4406,20091.807,31,449836.4406,449836.4406,0.7904,4499,0.9819,2.1583,26,0.5911,3,1,0,1,0.687,1703,8,0,1,0,0,0,0,0,1
8026570.16,1003321.2698,202285.6011,8,1003321.2698,891008.91,0.654,2109,0.7574,1.1368,44,0.4138,5,1,0,0,0.6906,302,10,1,1,0,0,0,0,1,0
13066254.13,933303.8662,130139.8454,14,933303.8662,819345.27,0.3075,9916,0.8436,1.9661,27,0.318,5,1,0,1,0.7081,1555,8,1,1,0,0,0,1,0,0
1673928.44,55797.6148,16013.7165,30,76274.23,55797.6148,0.7361,294,0.8388,7.1009,18,0.5579,44,0,0,0,0.7079,530,3,1,1,0,0,1,0,0,0
1490723.03,49690.7678,25392.2179,30,263363.6,49690.7678,0.8949,5,0.9913,19.7507,30,0.7462,15,1,0,0,0.5525,48,4,1,1,0,1,0,0,0,0
12052651.02,1205265.1021,174482.2281,10,1205265.1021,332375.08,0.592,9591,0.9127,0.5447,22,0.318,7,1,1,0,0.8807,206,6,0,1,0,0,0,1,0,0
7075418.02,235847.2674,2111.3978,30,235847.2674,97877.96,0.8626,317,0.6369,4.3879,14,0.3985,49,1,0,0,0.8921,603,3,0,1,0,0,1,0,0,0
5057868.09,240850.8613,5307.7922,21,240850.8613,3035.06,0.8121,292,0.8279,3.7465,6,0.1452,3,0,0,0,0.7091,179,5,0,1,1,0,0,0,0,0
3572415.79,297701.316,234932.5752,12,1442544.91,297701.316,0.4742,6776,0.7755,3.2646,60,0.4386,17,1,0,1,0.8372,681,6,1,1,0,0,0,0,1,0
23134370.36,746270.0115,99916.383,31,746270.0115,618876.37,0.598,5650,0.9819,1.6088,16,0.3109,8,1,0,1,0.6887,467,9,0,1,0,0,0,0,0,1
187285.03,37457.0051,4980.3606,5,63446.53,9000.78,0.195,6204,0.2106,1.8099,1,0.1365,3,1,0,0,0.1419,1453,2,0,0,0,0,0,0,0,0
